subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
high_school_world_history,"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understand—as though speaking in our name—what he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the second letter best reflects which of the following developments in early modern Europe?",The acquisition of African slaves for cash crop cultivation in the New World,The centrality of commercial activity in motivating European expansion,The desire to explore beyond traditional European waters,The establishment of Jesuit missions in distant regions of the world,1,B,validation,-2.541841506958008,-0.004034669058663505,-8.567307472229004,-7.019831657409668,-5.924278736114502,-5.101785659790039,-4.490577220916748,-3.9920880794525146,-3.54203462600708,-3.158649444580078,-2.82960844039917,-2.5411505699157715,-2.348858118057251,-1.6477614641189575,-1.2109875679016113,-0.9075282216072083,-0.7017789483070374,-0.5418891906738281,-0.4045221209526062,-0.29171520471572876,-0.18784111738204956,-0.07459911704063416
security_studies,Which of these statements best describes the HM approach to sectoral security analysis?,"HM agrees with the idea that security can be viewed using a sectoral framework, and recognises the depth of analysis that is enabled by such an approach.","HM rejects Buzan et al.'s theory of sectoral security analysis, on the grounds that securitization is a product of a state-centric approach.","HM rejects the assertion by Buzan et al. that there are distinct and separate sectors of security, instead adopting a holistic view of security within which national and transnational class is an important factor.","HM favours the sectoral approach to security analysis, in particular prioritising the state as a referent object and drawing much of its theoretical foundations from the realist principles that underpin the sectoral approach.",2,C,test,-4.277876377105713,-0.05281328860624337,-14.25,-12.8125,-10.875,-9.431249618530273,-7.627232074737549,-7.005859375,-6.40711784362793,-5.353338241577148,-4.950846195220947,-4.279506206512451,-3.34375,-3.203125,-2.5,-2.254687547683716,-1.71484375,-1.454833984375,-1.2406684160232544,-0.9181463122367859,-0.79248046875,-0.5213448405265808
elementary_mathematics,"The vice president of sales took a client out to lunch. If the lunch was $44 and she gave a 20% tip, how much money did she spend on lunch?",$8.80 ,$35.20 ,$52.80 ,$53.80 ,2,C,test,-1.9417812824249268,-0.017033169144078306,-8.96875,-5.970982074737549,-4.721590995788574,-4.125,-3.535590171813965,-3.0523793697357178,-2.7612500190734863,-2.4397897720336914,-2.1704249382019043,-1.9422574043273926,-1.8098958730697632,-1.1813615560531616,-0.8897371888160706,-0.7017124891281128,-0.4972737729549408,-0.3445379137992859,-0.25288087129592896,-0.14964136481285095,-0.055508699268102646,0.035057272762060165
high_school_psychology,The perceived volume of a tone is mainly determined by its,frequency,timbre,amplitude,overtones,2,C,test,-2.845297336578369,-0.04589189252545757,-10.875,-8.015625,-6.916666507720947,-6.28125,-5.245312690734863,-4.526692867279053,-3.9810268878936768,-3.535400390625,-3.1652560234069824,-2.8487305641174316,-1.21875,-1.21484375,-1.0729166269302368,-0.7899169921875,-0.549121081829071,-0.3765462338924408,-0.2479771226644516,-0.13250732421875,-0.03662109375,0.045166015625
high_school_chemistry,A proposed mechanism for a reaction is as follows: NO2 + F2 →NO2F + F Slow step. F + NO2 → NO2F Fast step. What is the order of the overall reaction?,Zero order,First order,Second order,Third order,2,C,test,-1.2766635417938232,-0.010213308334350586,-6.2890625,-4.994140625,-3.8977863788604736,-3.0266544818878174,-2.533482074737549,-2.161796808242798,-1.81689453125,-1.6094037294387817,-1.442832589149475,-1.2761443853378296,-3.041015625,-1.69354248046875,-1.0991617441177368,-0.7334846258163452,-0.5561988353729248,-0.42818358540534973,-0.3055175840854645,-0.2227567732334137,-0.144775390625,-0.04200354218482971
virology,What is the most common way for a virus to kill a cell?,Dissolves the cellular membrane,Induces apoptosis via caspases,Fragments cellular DNA,Totally blocks cellular transcription,1,B,test,-2.1980714797973633,-0.03663452466328939,-6.125,-5.859375,-5.40625,-4.571875095367432,-4.083333492279053,-3.708705425262451,-3.073784828186035,-2.8095703125,-2.576704502105713,-2.199519157409668,-1.078125,-0.6044921875,-0.3557942807674408,-0.1201171875,-0.03564453125,0.02692522294819355,0.1155598983168602,0.16337890923023224,0.2156427502632141,0.3285005986690521
professional_psychology,"A 5-year-old child is shown two identical rows of pennies each containing five pennies that line up. One row is lengthened and the child is asked whether one row has more objects than the other. The child answers that the longer row has more objects. According to Piaget, this child is in the ___________.",Sensorimotor stage,Preoperational stage,Concrete operational stage,Formal operational stage,2,C,validation,-1.6776270866394043,-0.009167361129177072,-7.0625,-5.338942527770996,-4.486842155456543,-3.765324592590332,-3.162405252456665,-2.7522034645080566,-2.38130521774292,-2.123140811920166,-1.8765145540237427,-1.6781944036483765,-3.2395832538604736,-1.913010835647583,-1.359034538269043,-0.9737971425056458,-0.7269582748413086,-0.5651887059211731,-0.41290283203125,-0.3078683614730835,-0.19937393069267273,-0.07636977732181549
college_medicine,The most rapid method to resynthesize ATP during exercise is through:,glycolysis.,phosphocreatine breakdown.,tricarboxylic acid cycle (Krebs' cycle).,glycogenolysis.,1,B,test,-2.8143117427825928,-0.03963819356031821,-9.125,-8.359375,-7.572916507720947,-5.467187404632568,-4.87109375,-4.4229912757873535,-3.789930582046509,-3.534374952316284,-3.3089487552642822,-2.815861701965332,-2.015625,-1.71875,-1.1728515625,-0.6328125,-0.4889322817325592,-0.3618861734867096,-0.1831597238779068,-0.10664062201976776,-0.042258523404598236,0.0859375
marketing," An organization can offer standard products at acceptable levels of quality, yet still generate above-average profit margin by adopting _____________",Cost leadership.,Differentiation.,Focus strategy.,Market follower strategy.,0,A,test,-3.6164352893829346,-0.031723116573534514,-8.0625,-7.0,-6.442708492279053,-5.927083492279053,-5.549715995788574,-5.209134578704834,-4.771484375,-4.470920085906982,-4.109765529632568,-3.6169753074645996,-1.65234375,-1.3828125,-1.1516927480697632,-0.9053819179534912,-0.7684659361839294,-0.6467848420143127,-0.460693359375,-0.3561197817325592,-0.2685546875,-0.10852581262588501
elementary_mathematics,"Ms. Ling has been living in her home for exactly 4 years. She knows that there are 12 months in each year. She found the total number of months, m, she has been living in her home by using the number sentence below. 4 × 12 = m Which number sentence shows another way to find the total number of months, m, Ms. Ling has been living in her home?",12 ÷ m = 4,m × 4 = 12,12 – m = 4,m ÷ 4 = 12,3,D,test,-1.330965280532837,-0.007353399339960425,-5.4765625,-4.251838207244873,-3.5453124046325684,-2.941865921020508,-2.533203125,-2.172602653503418,-1.9043961763381958,-1.6602460145950317,-1.4877190589904785,-1.3308367729187012,-1.39599609375,-0.747474193572998,-0.487091064453125,-0.3304811418056488,-0.2339572012424469,-0.14527863264083862,-0.07466617226600647,0.0017947028391063213,0.06451696902513504,0.13792473077774048
prehistory,"Periods much colder than the present, which were characterized by widespread ice and snow cover, are known as:",altricials.,glacials.,interstadials.,interglacials.,1,B,test,-2.3161630630493164,-0.024126698573430378,-8.84375,-6.296875,-5.276041507720947,-4.595703125,-4.082812309265137,-3.6341145038604736,-3.2706472873687744,-2.966552734375,-2.6892361640930176,-2.3180339336395264,-2.10546875,-1.03302001953125,-0.6499430537223816,-0.441925048828125,-0.3023681640625,-0.1917521208524704,-0.0770263671875,0.0212249755859375,0.1056722030043602,0.217622309923172
miscellaneous,Which of the following actions by the Federal Reserve System would be most likely to increase consumer spending?,Increasing the discount rate to member banks,Decreasing the discount rate to member banks,Selling large amounts of government securities,Keeping reserve requirements of member banks constant,1,B,test,-1.6886396408081055,-0.01705696606876874,-5.25,-4.739583492279053,-4.025000095367432,-3.3828125,-2.972222328186035,-2.7890625,-2.45703125,-2.1639230251312256,-1.898681640625,-1.6890106201171875,-1.5,-0.8763020634651184,-0.586669921875,-0.3827776312828064,-0.2416178435087204,-0.1707763671875,-0.0374959297478199,0.0730503648519516,0.1696319580078125,0.2987874448299408
miscellaneous,Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,0,A,test,-3.2389044761657715,-0.05584318062354778,-10.25,-8.71875,-7.854166507720947,-6.8984375,-5.842187404632568,-5.1015625,-4.550223350524902,-4.03662109375,-3.5915255546569824,-3.2339234352111816,-2.75,-2.4453125,-1.8151041269302368,-1.386474609375,-1.0866210460662842,-0.8809407353401184,-0.6884068250656128,-0.52130126953125,-0.3609483540058136,-0.18500976264476776
moral_disputes, Papadaki thinks that in cases where partners in a relationship mutually deny each other's humanity that,sexual objectification occurs.,sexual objectification does not occur.,there is no straightforward answer to the question of whether or not sexual objectification occurs.,the context of the relationship will determine whether or not sexual objectification occurred.,2,C,test,-4.389946937561035,-0.04988576065410267,-10.875,-9.895833015441895,-8.850000381469727,-8.40625,-7.51171875,-6.779687404632568,-6.325284004211426,-5.54807710647583,-4.9393229484558105,-4.388743877410889,-2.703125,-2.0390625,-1.71875,-1.5384114980697632,-1.1793212890625,-0.8877929449081421,-0.7658913135528564,-0.550706148147583,-0.3801432251930237,-0.22030101716518402
international_law,Is there any hierarchy or priority among the various methods of peaceful settlement of disputes?,"Yes, all the political methods (e.g. negotiation, mediation, inquiry, conciliation) should be exhausted prior to resorting to legal methods","Legal methods prevail over the political methods, since they are binding upon the parties",There is no hierarchy among these methods and the choice belongs to the disputing States,It is a matter of an impartial third party to decide which method will have priority over the other,2,C,test,-2.801753520965576,-0.03375606651765754,-10.125,-7.208333492279053,-6.375,-5.138020992279053,-4.738839149475098,-4.154513835906982,-3.9195313453674316,-3.4059245586395264,-3.190805196762085,-2.798307180404663,-1.578125,-0.6064453125,-0.459259033203125,-0.27655029296875,-0.1977015882730484,-0.0700005441904068,-0.01104736328125,0.1099344864487648,0.16668231785297394,0.2619059383869171
high_school_geography,"Which of the following factors would be considered a ""pull"" factor for Riva when considering a move from India to the United States?",Abject poverty,Better job and higher wages,India's caste system,Violence in her neighborhood,1,B,test,-2.3398382663726807,-0.02186764734927739,-9.078125,-6.418749809265137,-5.573660850524902,-4.787499904632568,-4.18088960647583,-3.825000047683716,-3.326605796813965,-3.025585889816284,-2.6407310962677,-2.339285135269165,-1.890625,-1.018164038658142,-0.7324742078781128,-0.4812377989292145,-0.32052847743034363,-0.23781737685203552,-0.1305813193321228,-0.06264038383960724,0.029599396511912346,0.13811317086219788
elementary_mathematics,What is 836 rounded to the nearest 10?,800,830,840,870,2,C,test,-1.6618260145187378,-0.03612665248953778,-5.46875,-5.0,-4.25,-3.612499952316284,-3.2682292461395264,-2.955357074737549,-2.395819664001465,-2.157788038253784,-1.9630348682403564,-1.6616281270980835,-2.234375,-1.63671875,-1.4036458730697632,-0.971386730670929,-0.79248046875,-0.6618303656578064,-0.4870334267616272,-0.42485350370407104,-0.36865234375,-0.22449669241905212
clinical_knowledge,Which is the most reliable way to assess for clubbing?,Inspect the nail-bed angle from above,Assessing the fluctuancy of the nail-bed,Schamroth's sign,Inspect the nail-bed angle from the side,3,D,test,-3.0686380863189697,-0.051143968105316163,-8.9375,-7.0625,-6.145833492279053,-5.65625,-5.321875095367432,-4.8828125,-4.453125,-4.02734375,-3.688368082046509,-3.0673828125,-0.83984375,-0.4560546875,-0.2784830629825592,-0.1478271484375,-0.05849609524011612,0.0020345051307231188,0.0494559146463871,0.10919189453125,0.15869140625,0.2725940942764282
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave a loaf of bread to my starving neighbor. Scenario 2 | I could only grab one thing before the tornado hit, so I grabbed my puppy and left my Picasso.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",3,D,test,-2.650360584259033,-0.011573627005497961,-8.941964149475098,-7.3416666984558105,-6.2404890060424805,-5.47580623626709,-4.824118614196777,-4.28812837600708,-3.7559316158294678,-3.3212890625,-2.952047348022461,-2.6501665115356445,-2.919642925262451,-1.9768229722976685,-1.53099524974823,-1.1802235841751099,-0.922751784324646,-0.7554351091384888,-0.5996096730232239,-0.46405643224716187,-0.343778133392334,-0.22869110107421875
moral_disputes," According to Hardin, the fundamental error of ""sharing ethics"" is that",it is anti-Christian.,it would require a stronger system of taxation for the affluent.,"it would lead to a ""tragedy of the commons.""",all of the above,2,C,test,-3.1012802124023438,-0.044304003034319195,-10.6875,-8.84375,-7.109375,-6.612500190734863,-5.5770087242126465,-5.0732421875,-4.644965171813965,-3.9158380031585693,-3.6116535663604736,-3.100612163543701,-1.65625,-1.453125,-1.0673828125,-0.843505859375,-0.5701380968093872,-0.473358154296875,-0.397216796875,-0.2344415783882141,-0.1712849885225296,-0.0511125847697258
miscellaneous,What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,0,A,test,-3.4240365028381348,-0.06340808338589138,-11.3125,-11.3125,-10.3125,-8.130208015441895,-6.380859375,-6.380859375,-5.276562690734863,-4.470703125,-3.8800222873687744,-3.4205322265625,-2.21875,-2.21875,-1.572265625,-0.91796875,-0.57763671875,-0.57763671875,-0.357421875,-0.2014973908662796,-0.0666852667927742,0.056396484375
high_school_psychology,"Tired after a long, hard day at school, Cyrus decides to take a nap. An hour later, his Dad wakes him to let him know it's time for dinner. Cyrus feels worse than when he went to bed and can hardly drag himself to the table. An EEG of Cyrus right before he was awoken would most likely have shown a preponderance of",alpha waves.,beta waves.,delta waves.,sleep spindles.,2,C,test,-2.345032215118408,-0.01116682007199242,-8.147321701049805,-6.917410850524902,-5.860118865966797,-5.007004261016846,-4.31727409362793,-3.788426637649536,-3.2947304248809814,-2.936237096786499,-2.632147789001465,-2.344649314880371,-2.427455425262451,-2.041294574737549,-1.6280226707458496,-1.173348307609558,-0.9209730625152588,-0.723717987537384,-0.547846794128418,-0.4247162938117981,-0.3107083737850189,-0.176968514919281
miscellaneous,A first-grade teacher is planning activities to introduce students to nonstandard units of measurement. Which of the following activities will best meet the teacher's goal?,"Asking students to stand in a line, from the shortest person to the tallest",Asking students to use pencils to measure the length of a desk,Asking students to determine how many one-liter bottles of water can fill a onegallon container,Asking students to use a measuring tape to measure the length of the classroom door,1,B,test,-1.7839089632034302,-0.014386362606479276,-6.78125,-5.756249904632568,-4.5859375,-3.8615057468414307,-3.3091518878936768,-2.884420871734619,-2.5372071266174316,-2.23543643951416,-1.987285852432251,-1.784360647201538,-2.0625,-1.1151001453399658,-0.6603775024414062,-0.4364180266857147,-0.2856314480304718,-0.1690494269132614,-0.07689514011144638,0.012108844704926014,0.09514676779508591,0.1855195164680481
high_school_biology,"In the mid-1900s, the Soviet geneticist Lysenko believed that his winter wheat plants, exposed to ever-colder temperatures, would eventually give rise to ever more cold-tolerant winter wheat. Lysenko's attempts in this regard were most in agreement with the ideas of",Cuvier.,Hutton.,Lamarck.,Darwin.,2,C,test,-2.201310634613037,-0.012161937207806835,-7.84375,-6.6171875,-5.64930534362793,-4.826171875,-4.124479293823242,-3.588758707046509,-3.130068778991699,-2.7506306171417236,-2.4465811252593994,-2.201923131942749,-2.8606770038604736,-1.80078125,-1.3069932460784912,-0.9705149531364441,-0.7564737796783447,-0.598358154296875,-0.469119131565094,-0.35339102149009705,-0.2448255717754364,-0.13173624873161316
world_religions,What is the English name for Hanukkah?,The Festival of Booths,The Festival of the Giving of Torah,The Festival of Lights,The Festival of Weeks,2,C,validation,-2.829630136489868,-0.06151369861934496,-10.5,-10.5,-8.375,-6.848958492279053,-5.80859375,-4.818749904632568,-4.145182132720947,-3.611607074737549,-3.1856689453125,-2.8325703144073486,-2.234375,-2.234375,-1.3486328125,-0.9876301884651184,-0.7266845703125,-0.563769519329071,-0.4047037661075592,-0.2760184109210968,-0.14874267578125,-0.0475802943110466
