id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
17233,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Біратомды идеал газдың ішкі энергиясын анықтауға арналған формуладағы коэффициент,\(\frac52\),\(\frac72\),\(\frac32\),\(\frac54\),,C,test,-2.830543041229248,-0.02339291769610949,-10.65625,-8.21875,-7.125,-6.0703125,-5.332932472229004,-4.769010543823242,-4.071831703186035,-3.6771240234375,-3.200507164001465,-2.831517219543457,-2.546875,-1.9968750476837158,-1.6166294813156128,-1.1873962879180908,-0.8993154764175415,-0.7651163935661316,-0.6036342978477478,-0.5072357058525085,-0.3784047067165375,-0.24489887058734894
13508,https://itest.kz/ru/endless,Humanities,Law,High School,Russian,Law (High School in rus),"Функция политической культуры, которая реализуется через приобщение к навыкам политического поведения",Функция интеграции,Функция идентификации,Функция ориентации,Функция адаптации и социализации,,D,test,-3.1311137676239014,-0.025048910140991212,-11.6875,-8.9375,-7.337500095367432,-6.370535850524902,-5.685763835906982,-5.286718845367432,-4.598958492279053,-4.022739887237549,-3.5232696533203125,-3.132227659225464,-1.859375,-1.4453125,-0.947460949420929,-0.6587611436843872,-0.4861653745174408,-0.4222168028354645,-0.3049723207950592,-0.193603515625,-0.101043701171875,0.000244140625
20554,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),"Музыкант, Продавец, Старик, Книгоноша, Барин – образы-персонажи сказки",А. И. Куприна «Синяя звезда»,П. П. Бажова «Каменный цветок»,С. Я. Маршака «Умные вещи»,М. М. Пришвина «Кладовая солнца»,,C,test,-2.9189653396606445,-0.026536048542369496,-10.53125,-8.0,-7.125,-6.060937404632568,-5.147836685180664,-4.6875,-4.08094596862793,-3.742382764816284,-3.29207706451416,-2.919729471206665,-2.10546875,-1.1453125476837158,-0.7932477593421936,-0.49755859375,-0.3260967433452606,-0.24329426884651184,-0.1330837607383728,-0.071533203125,0.01948879100382328,0.11654897779226303
4195,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),"Чему равна сумма молярных масс (г/моль) солей, которые гидролизуются по катиону: \(K_2S, ZnCl_2,Fe(NO_3)_2,Na_2CO_3,NaCl?\)",216,316,244,"194,5",,B,test,-1.8379061222076416,-0.01127549768225547,-8.462499618530273,-6.261363506317139,-5.12158203125,-4.214488506317139,-3.5239956378936768,-3.069483995437622,-2.6304712295532227,-2.3360650539398193,-2.0568225383758545,-1.8364486694335938,-3.2328124046325684,-1.904829502105713,-1.3621673583984375,-0.9808460474014282,-0.7526680827140808,-0.6164920926094055,-0.48919519782066345,-0.3904585540294647,-0.28141602873802185,-0.1619088351726532
2645,https://oltest.kz/tests/biologiya/,STEM,Biology,University,Russian,Biology (Professional & University in rus),Как называется структурная и функциональная единица почек,"
ацинус","
фибробласт",альвеола,гистиоцит,"
нефрон",E,test,-3.002527952194214,-0.03451181554246223,-8.875,-8.875,-7.359375,-6.84375,-6.453125,-5.274218559265137,-4.485677242279053,-3.857700824737549,-3.3764610290527344,-3.001298666000366,-2.09375,-2.09375,-1.517578125,-1.1901041269302368,-0.9580078125,-0.75830078125,-0.6199544072151184,-0.4914899468421936,-0.3563232421875,-0.2503255307674408
3459,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),"Берілген айналуларда:
KOH + X → Y+Z+H\(_2\)O
Z  \(\stackrel{\mathrm{t,cat}}\longrightarrow\) Y+O\(_2\);
KI + X→Y + I\(_2\) 
құрамында галоген бар Х және У заттардың молярлық массаларының (\(\frac{г}{моль}\)) қосындысы.",71,"74,5","35,5","145, 5",,D,test,-2.6034224033355713,-0.00993672673028844,-8.606249809265137,-6.828868865966797,-5.994959831237793,-5.286458492279053,-4.685730934143066,-4.1999006271362305,-3.6875791549682617,-3.276279926300049,-2.9042069911956787,-2.603339433670044,-3.7015624046325684,-2.529761791229248,-1.9776965379714966,-1.5638021230697632,-1.2476518154144287,-1.0367770195007324,-0.854209303855896,-0.7142457365989685,-0.5777195692062378,-0.4418168067932129
21827,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Ежелгі Хетт мемлекеті қазіргі мына елдің территориясында орналасқан:,Иран,Түркия,Сирия,Ирак,,B,test,-1.9742493629455566,-0.019941912757025823,-8.09375,-6.21875,-5.464285850524902,-4.587500095367432,-3.866586446762085,-3.382356882095337,-2.8440754413604736,-2.562365770339966,-2.22881817817688,-1.971646785736084,-1.033203125,-0.866406261920929,-0.7845982313156128,-0.570269763469696,-0.43262189626693726,-0.3694051206111908,-0.2860819399356842,-0.23672179877758026,-0.15727166831493378,-0.08864417672157288
10294,https://ymnik.kz/tests_old/history/?v=33,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),В каких районах Казахстана после подавления восстания Е. Пугачева состоялись массовые выступления шаруа?,на Сырдарье,в Восточном Казахстане,в Младшем жузе,в Центральном Казахстане,в Семиречье.,C,test,-3.9290456771850586,-0.029992715093015713,-11.125,-9.256250381469727,-8.540178298950195,-7.75,-7.2109375,-6.313541889190674,-5.714154243469238,-4.907446384429932,-4.4634108543396,-3.928112745285034,-2.7578125,-1.8234374523162842,-1.5385044813156128,-1.195703148841858,-1.0225830078125,-0.811718761920929,-0.7065142393112183,-0.5717529058456421,-0.46988192200660706,-0.29490235447883606
21246,https://ymnik.kz/tests_old/worldhistory_kz/?v=7,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Ежелгі Грецияда бүкіл эллиндерді (гректерді) біріктіретін мереке.,Шарап жасау мерекесі.,Егін ору мерекесі.,Олимпия ойындары.,Жүзім жинау мерекесі.,Зевстің туған күнін тойлау.,C,test,-2.0690226554870605,-0.021779185847232218,-9.5625,-7.165625095367432,-5.427734375,-4.743750095367432,-3.929086446762085,-3.37890625,-3.056532144546509,-2.644717216491699,-2.3238117694854736,-2.069281578063965,-1.9921875,-1.267187476158142,-0.8196868896484375,-0.61444091796875,-0.4042874872684479,-0.25597381591796875,-0.17523193359375,-0.0723528191447258,0.02523295022547245,0.1229790598154068
11059,https://ymnik.kz/tests_old/kazakh_kz/?v=28,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Қосарлама қос сөзді көрсетіңіз.,"Көкпеңбек, қолма - қол.","Үйір - үйір, бала - шаға.","Шегара, құрбы - құрдас.","Саяси - көпшілік, итмұрын.","Киім - кешек, оқта - текте.",E,test,-2.8250374794006348,-0.04094257216522659,-8.8125,-7.572916507720947,-6.9921875,-6.013020992279053,-5.1171875,-4.654513835906982,-3.9396307468414307,-3.6591796875,-3.204380512237549,-2.8253936767578125,-3.21875,-2.015625,-1.78515625,-1.4459635019302368,-1.0184326171875,-0.8588324785232544,-0.6060901880264282,-0.495361328125,-0.3202427327632904,-0.17034912109375
11541,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Қысаң дауыстыдан жасалған көнерген сөз,Күні,Старшын,Отарба,Қорамсақ,,A,test,-3.4683969020843506,-0.048850660592737336,-9.6875,-8.979166984558105,-8.100000381469727,-6.933035850524902,-6.001736164093018,-5.583593845367432,-4.917317867279053,-4.3780694007873535,-3.894287109375,-3.471137046813965,-3.65625,-3.0416667461395264,-2.3828125,-1.7650669813156128,-1.3868544101715088,-1.233129858970642,-0.9821980595588684,-0.7913818359375,-0.6250762939453125,-0.4599202573299408
6541,https://ymnik.kz/tests_old/geography_kz/?v=22,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Темір кен қоры мол мемлекет:,Мексика.,Бразилия.,Аргентина.,Венесуэла.,Перу.,B,test,-3.5839080810546875,-0.06516196511008522,-7.53125,-6.875,-6.583333492279053,-6.328125,-5.848958492279053,-5.683035850524902,-5.294921875,-4.741970539093018,-4.299023628234863,-3.5831680297851562,-1.75,-1.42578125,-1.22265625,-1.0947265625,-0.876953125,-0.7569405436515808,-0.6590118408203125,-0.5757514238357544,-0.4740356504917145,-0.3071390688419342
10739,https://ymnik.kz/tests_old/kazakh_kz/?v=24,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Тыныс белгісі дұрыс қойылған сөйлемді анықтаңыз.,"О, шіркін, осы ән ғой құлақтан кіріп бойды алар.","“О, шіркін, осы ән ғой, құлақтан кіріп бойды алар!”","О, шіркін, осы ән ғой, құлақтан кіріп бойды алар!","О, шіркін, осы ән ғой “құлақтан кіріп бойды алар”!","О, шіркін, осы ән ғой “құлақтан кіріп бойды алар!”",E,test,-1.853528618812561,-0.021552658358285594,-8.484375,-6.8984375,-4.887276649475098,-4.208333492279053,-3.4788410663604736,-3.0890066623687744,-2.7608642578125,-2.3382503986358643,-2.1184895038604736,-1.8546485900878906,-2.82421875,-2.056640625,-1.2928292751312256,-1.0183919668197632,-0.7386677861213684,-0.6056605577468872,-0.4988250732421875,-0.36074990034103394,-0.2657528817653656,-0.121368408203125
18821,https://ymnik.kz/tests_old/russian/?v=44,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Укажите ряд, в котором нет синонимов.","Красный, алый, кумачовый, рубиновый.","Противник, недруг, враг.","Нелепость, вздор, чепуха, ерунда.","Весна, зима, утро, вечер.","Блестеть, сверкать, сиять.",D,test,-2.8861024379730225,-0.04244268291136798,-7.4375,-7.09375,-6.78125,-5.99609375,-5.184374809265137,-4.559895992279053,-4.0613837242126465,-3.5767822265625,-3.1962890625,-2.887744188308716,-0.216796875,-0.19873046875,-0.1839192658662796,-0.059814453125,0.02363281324505806,0.0818684920668602,0.1407645046710968,0.1895751953125,0.2449001669883728,0.3055664002895355
12347,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),«Ердің құнын екі ауыз сөзбен бітіретін» өнер иесі кімдер екенін көрсетіңіз.,Жыраулар,Күйшілер,Шешендер,Ақындар,,C,test,-2.888319969177246,-0.026498348341075652,-8.135416984558105,-6.705357074737549,-6.125,-5.575892925262451,-5.03211784362793,-4.617931365966797,-4.077968597412109,-3.691127300262451,-3.2448272705078125,-2.8877012729644775,-2.7994792461395264,-2.044642925262451,-1.6833984851837158,-1.2310093641281128,-0.9376763105392456,-0.777959942817688,-0.6083300709724426,-0.5070887804031372,-0.38083648681640625,-0.2546454668045044
7306,https://ymnik.kz/tests_old/geography/?v=142,Social Science,Geography,High School,Russian,Geography (High School in rus),Какова численность населения Австралийского Союза?,Более 100 млн. чел.,Более 20 млн. чел.,Более 10 млн. чел.,"15,5 млн. чел.",",5 млн. чел.",D,test,-2.6540560722351074,-0.03122418908511891,-6.75,-5.734375,-5.364583492279053,-5.078125,-4.543749809265137,-4.083333492279053,-3.6729910373687744,-3.27685546875,-2.950086832046509,-2.655078172683716,-7.53125,-4.58203125,-3.5208332538604736,-2.783203125,-2.2206788063049316,-1.83331298828125,-1.5422537326812744,-1.3001556396484375,-1.0901557207107544,-0.9209839105606079
21017,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Үндістанда алғашқы қалалардың қалыптасқан кезеңі,Б.з.д III мыңжылдықтың аяғында,Б.з.д. II мыңжылдықтың басында,Б.з.д. V мыңжылдықтың ортасында,Б.з.д. IV мыңжылдықтың ортасында,,B,test,-1.5610160827636719,-0.01903678149711795,-5.875,-4.8984375,-3.8515625,-3.3420138359069824,-2.8229167461395264,-2.549107074737549,-2.31689453125,-1.9662572145462036,-1.7826334238052368,-1.5607744455337524,-5.306640625,-2.8125,-1.6211808919906616,-1.2400308847427368,-0.8802998661994934,-0.7193167805671692,-0.5903396606445312,-0.40019145607948303,-0.2884172797203064,-0.1451060026884079
11079,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Тура мағынада қолданылып тұрған сөз,Таңда пісірген сүтім ұйып қалды.,Сүттей ұйыған отбасы емес пе?,Жиналғандар күйді ұйып тыңдады.,Олар айрандай ұйып отыр ғой!,,A,test,-2.8281562328338623,-0.039279947678248085,-9.125,-8.166666984558105,-6.628125190734863,-6.122395992279053,-5.3125,-4.703906059265137,-4.310191631317139,-3.674053430557251,-3.198470115661621,-2.826674461364746,-2.578125,-2.2161457538604736,-1.5867187976837158,-1.3951822519302368,-1.04241943359375,-0.786181628704071,-0.68896484375,-0.5240760445594788,-0.36748045682907104,-0.22360408306121826
13806,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"Система управления организацией на текущий период времени — это:
","Миссия организации
","Целеполагание
","Оперативное планирование
","Стратегическое планирование
","Адаптация к внешней среде
",C,test,-3.1124320030212402,-0.02964220955258324,-8.4375,-7.84375,-7.010416507720947,-5.962500095367432,-5.526041507720947,-5.089285850524902,-4.369791507720947,-3.9712891578674316,-3.6413352489471436,-3.114483118057251,-1.6953125,-1.2578125,-1.0169271230697632,-0.727734386920929,-0.5520833134651184,-0.4165736734867096,-0.228515625,-0.15898437798023224,-0.06960227340459824,0.11117788404226303
2985,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),Қай реакция нәтижесінде су түзіледі?,ZnO+Na\(_2\)O→,Zn+HCl→,Zn(OH)\(_2\)+NaOH→,Zn+H\(_2\)O→,,C,test,-2.3241190910339355,-0.030580514355709677,-11.875,-9.041666984558105,-7.1875,-6.427083492279053,-4.9112548828125,-3.944042921066284,-3.588290214538574,-3.038628101348877,-2.6334776878356934,-2.3236567974090576,-2.90625,-2.2317707538604736,-1.510009765625,-1.25323486328125,-0.9276885986328125,-0.7201293706893921,-0.6394819617271423,-0.5052677989006042,-0.39232584834098816,-0.2744786739349365
6232,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Экватордан полюстерге қарай табиғат зоналарының алмасуы,Ендік зоналылық,Бойлықпен,Меридианмен,Тұтастығы,,A,test,-2.397796154022217,-0.02664217948913574,-10.46875,-8.328125,-7.161458492279053,-5.751953125,-4.824999809265137,-4.117350101470947,-3.566127300262451,-3.13873291015625,-2.7975261211395264,-2.39862060546875,-2.42578125,-1.810546875,-1.3707681894302368,-1.034515380859375,-0.8150879144668579,-0.6379801630973816,-0.5042899250984192,-0.388275146484375,-0.2831760048866272,-0.12646484375
7442,https://ymnik.kz/tests_old/geography/?v=1,Social Science,Geography,High School,Russian,Geography (High School in rus),"Одно из широко распространенных деревьев Австралии - эвкалипт, гигантские из которых достигают высоты до 100 м. Определите, на какую глубину уходят его корни.","0,1-0,5 м.",-20 м.,5-10 м.,До 30м.,2-4 м.,D,test,-2.149660110473633,-0.012009274360187892,-8.671875,-7.3671875,-5.7734375,-4.72802734375,-4.037890434265137,-3.5465495586395264,-3.127720355987549,-2.7521209716796875,-2.448479652404785,-2.150264024734497,-1.58203125,-1.189453125,-0.8209126591682434,-0.5984420776367188,-0.4538513123989105,-0.3382517397403717,-0.2415902316570282,-0.14773178100585938,-0.0579664446413517,0.06486102193593979
