question,предмет,выбор,отвечать,sheet,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
"В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам США по состоянию на 2020 год? Сценарий 1 | Я заехал задним ходом на грузовике в озеро. Сценарий 2 | Во время стрельбы я прострелил ухо соломенного чучела.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",1,Sheet1,-2.261897087097168,-0.007272980987450701,-8.596875190734863,-7.342187404632568,-6.236391067504883,-5.279916286468506,-4.414963722229004,-3.771909713745117,-3.2621662616729736,-2.834540367126465,-2.5299184322357178,-2.2623307704925537,-3.182812452316284,-2.086718797683716,-1.4421130418777466,-1.085548996925354,-0.844992995262146,-0.6835730671882629,-0.5553343296051025,-0.43326061964035034,-0.3349681496620178,-0.22017434239387512
" Согласно Сократу, явным признаком того, что человек _____, является его исключительное стремление к социальному статусу, богатству, власти и удовольствиям.", философия, ['философские амбиции' 'мирская мудрость' 'исключительные желания' 'нездоровая душа'],3,Sheet1,-1.9492255449295044,-0.011267199681673435,-9.666666984558105,-7.107142925262451,-5.484375,-4.455729007720947,-3.7578125,-3.3123223781585693,-2.832895040512085,-2.465592384338379,-2.1777989864349365,-1.9491697549819946,-2.4479167461395264,-1.3191964626312256,-0.8499090075492859,-0.594653308391571,-0.4352320730686188,-0.3326471447944641,-0.2199472337961197,-0.12017822265625,-0.015391630120575428,0.10732229053974152
"В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам США по состоянию на 2020 год? Сценарий 1 | Я перевез свою семью в подземное убежище от шторма, чтобы спрятать их от органов опеки. Сценарий 2 | Я сдал экзамен", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",1,Sheet1,-2.1672677993774414,-0.00679394294475687,-8.65625,-7.0859375,-5.953645706176758,-4.976943492889404,-4.229473114013672,-3.6276254653930664,-3.0948824882507324,-2.722574472427368,-2.4268109798431396,-2.1676368713378906,-3.0453124046325684,-1.9914062023162842,-1.4463541507720947,-1.055965542793274,-0.8406462073326111,-0.6848249435424805,-0.5446493625640869,-0.4319729804992676,-0.3282513916492462,-0.20813018083572388
"Предположим, X — дискретная случайная величина на множестве положительных целых чисел, такая что для каждого положительного целого числа n вероятность того, что X = n, равна 1/2^n. Если Y — случайная величина с тем же распределением вероятностей, и X и Y независимы, какова вероятность того, что значение хотя бы одной из переменных X и Y будет больше 3?", математика колледжа, ['1/64' '15/64' '1/4' '3/8'],1,Sheet1,-1.2914201021194458,-0.00429043223295497,-7.079861164093018,-5.00086784362793,-3.831307888031006,-3.118706703186035,-2.54046368598938,-2.1461381912231445,-1.853515625,-1.6268043518066406,-1.448347568511963,-1.2909184694290161,-3.0403645038604736,-1.6461012363433838,-1.0903704166412354,-0.8039839267730713,-0.6019778251647949,-0.4643920958042145,-0.35569095611572266,-0.2599336802959442,-0.17231042683124542,-0.06959666311740875
" У Терезы был мешок с 72 шариками. Она разделила шарики на 9 равных групп. Какое числовое выражение показывает, как найти количество шариков, которые Тереза положила в каждую группу?", элементарная_математика, ['72 ÷ 9 = 8' '72 – 9 = 63' '9 + 72 = 81' '9 ÷ 72 = 0.125'],0,Sheet1,-1.8534033298492432,-0.009220912088802205,-7.737500190734863,-5.8125,-4.816666603088379,-4.136328220367432,-3.466947078704834,-3.017515182495117,-2.657769203186035,-2.3473942279815674,-2.0937585830688477,-1.8523207902908325,-1.857812523841858,-1.2454102039337158,-0.8333536982536316,-0.6083770990371704,-0.43389657139778137,-0.31373053789138794,-0.2088504433631897,-0.11802264302968979,-0.035391103476285934,0.06507169455289841
" В каком регионе сохранилась традиция изготовления каменных орудий из обломков гальки, называемая хоабинской культурой?", доисторический период, ['Австралия' 'Северная Америка' 'Европа' 'Азия'],3,Sheet1,-2.6728529930114746,-0.018182673421846766,-9.104166984558105,-7.239583492279053,-6.527777671813965,-5.617788314819336,-4.998046875,-4.490542888641357,-3.8214163780212402,-3.393441915512085,-3.044520854949951,-2.6757240295410156,-1.4231771230697632,-0.921875,-0.6073032021522522,-0.396514892578125,-0.28801918029785156,-0.20240060985088348,-0.11336218565702438,-0.048524122685194016,0.027481604367494583,0.13092133402824402
"76-летний мужчина обратился в клинику из-за раннего пробуждения по ночам. Он не испытывает трудностей с засыпанием, но обычно просыпается между 2:00 и 3:00 утра. Пациент – пенсионер, бывший почтовый работник, всегда вел активный образ жизни. У него сахарный диабет, контролируемый диетой. Пациент выпивает одну чашку кофе утром за завтраком и обычно совершает утреннюю прогулку. Перед сном он выпивает один алкогольный напиток. В анамнезе нет депрессии, кошмаров или храпа, и он не принимает никаких безрецептурных лекарств. Его жена, с которой он прожил 45 лет, также здорова. Жизненные показатели: температура 37,1°C (98,8°F), пульс 96 ударов в минуту, регулярный, частота дыхания 18 в минуту, артериальное давление 135/90 мм рт. ст. Физическое обследование показывает хорошо упитанного, хорошо развитого мужчину. Он не страдает ожирением. Осмотр головы и шеи в норме; Шумы и расширение яремных вен отсутствуют. Грудь чистая, сердце нормальное, тоны S1 и S2. Живот мягкий, безболезненный, кишечные шумы активные, органомегалии нет. Ректальное обследование не выявляет отклонений. Какое из следующих действий является наиболее подходящим для лечения бессонницы у этого пациента?",профессиональная_медицина," ['Посоветуйте пациенту прекратить употребление алкоголя перед сном' 'Посоветуйте пациенту читать и перекусывать в постели, чтобы расслабиться' 'Назначьте интенсивные упражнения перед сном' 'Назначьте сертралин']",0,Sheet1,-1.8611196279525757,-0.0019366489364751047,-7.995265007019043,-6.2469682693481445,-5.075959205627441,-4.273845672607422,-3.602841377258301,-3.072004556655884,-2.6619036197662354,-2.3305819034576416,-2.069654703140259,-1.860846757888794,-2.135298252105713,-1.3629605770111084,-0.915614664554596,-0.6795620322227478,-0.5210093259811401,-0.3987675905227661,-0.2985217869281769,-0.20735900104045868,-0.1222420334815979,-0.0334763340651989
"38-летний человек боится ездить в общественном транспорте. Программа лечения, основанная на постепенном привыкании к поездкам на автобусе с увеличением количества реальных поведенческих упражнений на протяжении всего исследования, называется...", профессиональная_психология, ['наводнение' 'моделирование' 'усиленная практика' 'имплозия'],2,Sheet1,-3.1784136295318604,-0.012816183990047823,-9.3125,-7.878472328186035,-6.997767925262451,-6.3865132331848145,-5.776692867279053,-5.127424716949463,-4.55078125,-3.9921247959136963,-3.541074514389038,-3.179899215698242,-2.4140625,-2.0329861640930176,-1.5425502061843872,-1.1666741371154785,-0.9153696894645691,-0.7397671341896057,-0.6032606959342957,-0.48948630690574646,-0.388763427734375,-0.2880685031414032
" Время, необходимое маятнику для совершения двух колебаний, обозначает его", концептуальная_физика, ['частота' 'период' 'длина волны' 'амплитуда'],1,Sheet1,-2.691462755203247,-0.02587944956926199,-12.1875,-8.1875,-7.3671875,-6.013020992279053,-5.08203125,-4.606770992279053,-3.862215995788574,-3.57421875,-3.0778439044952393,-2.693113327026367,-3.328125,-2.1354167461395264,-1.78125,-1.2531331777572632,-0.922637939453125,-0.7906087040901184,-0.5801002979278564,-0.4959513247013092,-0.3503243625164032,-0.1805572509765625
" В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я поставил ученику хорошую оценку, потому что он её заслужил. Сценарий 2 | Когда нацисты пришли ко мне домой, я солгал и сказал, что не знаю, где Анна Франк.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",3,Sheet1,-2.0228769779205322,-0.005714341745538227,-8.221590995788574,-6.918478488922119,-5.747242450714111,-4.69819974899292,-3.958812952041626,-3.3406646251678467,-2.9029541015625,-2.529601812362671,-2.2598278522491455,-2.024019718170166,-2.3941762447357178,-1.48462975025177,-1.0318801403045654,-0.752217173576355,-0.5889346599578857,-0.4486517310142517,-0.3440666198730469,-0.24118904769420624,-0.15566156804561615,-0.052292268723249435
" Правительство содействует предоставлению преференций членам групп, которые исторически подвергались дискриминации, посредством", школьное_правительство_и_политика, ['Новый федерализм' 'программы позитивной дискриминации' 'пособия по социальному обеспечению' 'законы об осуждении без суда'],1,Sheet1,-2.333670139312744,-0.015557800928751628,-7.9375,-7.206250190734863,-6.888392925262451,-5.631249904632568,-4.615384578704834,-4.030924320220947,-3.3671603202819824,-3.033128261566162,-2.6381795406341553,-2.3337743282318115,-1.083984375,-0.741406261920929,-0.5346766710281372,-0.36543577909469604,-0.26587384939193726,-0.2107950896024704,-0.1421881765127182,-0.08617248386144638,-0.0039407480508089066,0.11400193721055984
"Согласно COSO, эффективный подход к мониторингу внутреннего контроля включает в себя каждый из следующих шагов, за исключением...", профессиональный_бухгалтерский_учет," ['Создание основы для мониторинга'. 'Повышение надежности финансовой отчетности и соблюдения применимых законов и нормативных актов'. 'Разработка и внедрение процедур мониторинга, приоритетность которых определяется рисками для достижения организационных целей'. 'Оценка и отчетность по результатам, включая контроль за принятием корректирующих мер при необходимости'.]",1,Sheet1,-2.4339845180511475,-0.014932420356142008,-11.0625,-8.206250190734863,-7.308035850524902,-5.915625095367432,-4.74098539352417,-4.164322853088379,-3.503553628921509,-3.1632323265075684,-2.7529828548431396,-2.435330867767334,-3.046875,-2.237499952316284,-1.7337472438812256,-1.2009155750274658,-0.8957237601280212,-0.7511637210845947,-0.5776841640472412,-0.4845642149448395,-0.36055853962898254,-0.24593880772590637
 Для Кольберга мораль:, профессиональная_психология, ['Развивается независимо от внешнего влияния' 'Не поддается рациональному объяснению в каждом случае' 'Независим от эмоций' 'Показывает логическую последовательность от эгоцентрического мышления к широким моральным принципам'],3,Sheet1,-5.83321475982666,-0.12680901651797089,-10.25,-10.25,-9.15625,-9.15625,-7.958333492279053,-7.3203125,-7.3203125,-6.893750190734863,-6.484375,-5.830357074737549,-1.671875,-1.671875,-1.126953125,-1.126953125,-0.826171875,-0.653564453125,-0.653564453125,-0.4775390625,-0.3204752504825592,-0.1781529039144516
" Выберите наиболее подходящий перевод в логику предикатов: Мисс Джексон одолжила мне немного сахара, но ни Джанет, ни Латойя этого не сделали.", формальная_логика, ['Lm ∨ ~(Jl ∨ Ll)' 'Lm • ~(Lj • Ll)' 'Lm • ~(Lj ∨ Ll)' 'Lm ∨ ~(Lj • Ll)'],2,Sheet1,-3.7332406044006348,-0.02262570063273112,-10.041666984558105,-8.799107551574707,-7.917613506317139,-7.197916507720947,-6.510690689086914,-5.958096504211426,-5.290865421295166,-4.7091145515441895,-4.169706344604492,-3.7342047691345215,-1.859375,-1.7020089626312256,-1.4289772510528564,-1.1395833492279053,-0.8739463686943054,-0.7213467955589294,-0.565598726272583,-0.4437662661075592,-0.33531996607780457,-0.2270379364490509
" В среднем мужчины показывают лучшие результаты, чем женщины, во всех следующих задачах, за исключением:", профессиональная_психология,['Одновременная обработка' 'Мысленное вращение' 'Направленные двигательные навыки' 'Решение математических задач'],0,Sheet1,-2.962780475616455,-0.021626134858514272,-8.5,-7.989583492279053,-7.137499809265137,-6.232142925262451,-5.332465171813965,-4.927343845367432,-4.3046875,-3.7938058376312256,-3.328521728515625,-2.95997953414917,-1.15625,-0.9127604365348816,-0.664746105670929,-0.4909755289554596,-0.3603312075138092,-0.3033996522426605,-0.2127939909696579,-0.1373334676027298,-0.046436309814453125,0.0767788365483284
" Пожилые люди чаще всего попадают в дорожно-транспортные происшествия, когда они...", старение человека, ['Пешком' 'На машине в новом месте' 'Пассажир в машине молодого человека' 'В одиночестве'],0,Sheet1,-2.1703991889953613,-0.0192070724689855,-7.5,-6.770833492279053,-5.90625,-5.23046875,-4.34375,-3.609570264816284,-3.3098366260528564,-2.828087329864502,-2.455615282058716,-2.168541431427002,-0.65625,-0.474609375,-0.31464844942092896,-0.2371419221162796,-0.134033203125,-0.06503906100988388,-0.020241476595401764,0.06039663404226303,0.15130208432674408,0.2525275647640228
 Какое из следующих утверждений описывает логическую ошибку «соломенного чучела»?, логические_ошибки,"['утверждение, что кто-то должен делать что-то только потому, что это сделает его или ее более популярным'; 'утверждение, что оппонент занял позицию, которую вы можете легко опровергнуть, хотя он или она этого не сделал, а затем опровергание этой позиции и утверждение о нанесении значительного ущерба общему аргументу оппонента'; 'нападки на характер или биографию оппонента вместо ответа на его аргументы с помощью веских доказательств и здравого смысла'; 'ответ на аргумент выражением насмешки вместо контраргумента']",1,Sheet1,-2.0758347511291504,-0.017895127164906467,-6.796875,-6.0703125,-5.255208492279053,-4.55859375,-3.7990057468414307,-3.339242696762085,-2.9593749046325684,-2.660615921020508,-2.4029347896575928,-2.0759694576263428,-1.123046875,-0.84375,-0.570068359375,-0.409912109375,-0.24906782805919647,-0.14073768258094788,-0.04853515699505806,0.030474495142698288,0.10354132205247879,0.24886807799339294
"В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам США по состоянию на 2020 год? Сценарий 1 | Я по собственному желанию долил вино. Сценарий 2 | Я открыл бензобак и наполнил его водой.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",2,Sheet1,-2.116489887237549,-0.007223514973506992,-8.88888931274414,-7.2023024559021,-6.099330425262451,-4.993215560913086,-4.181349754333496,-3.5083093643188477,-3.042628526687622,-2.645822525024414,-2.3656766414642334,-2.1166582107543945,-2.777777671813965,-1.7878289222717285,-1.2760587930679321,-0.9342145323753357,-0.7458476424217224,-0.5915382504463196,-0.47789278626441956,-0.366929292678833,-0.27522870898246765,-0.1720385104417801
 Создатели Конституции стремились оградить Сенат от общественного мнения путем, школьное_правительство_и_политика,"['ограничение членства в Сенате лицами, ранее занимавшими должности в Палате представителей', 'делегирование ответственности за избрание сенаторов законодательным собраниям штатов', 'требование, чтобы все законопроекты о расходах исходили из Палаты представителей', 'предоставление Сенату полномочий давать советы и согласие исполнительной власти']",1,Sheet1,-3.5859906673431396,-0.03351393147049663,-10.625,-9.416666984558105,-8.734375,-7.692708492279053,-7.0870537757873535,-5.923177242279053,-5.365429878234863,-4.481791019439697,-4.137636661529541,-3.585951805114746,-1.703125,-1.4817708730697632,-1.369140625,-1.0758463144302368,-0.9815848469734192,-0.75830078125,-0.675097644329071,-0.5441080927848816,-0.48076921701431274,-0.3609375059604645
 Аэропорт какого города использует код ORD?, разнообразный, ['Чикаго' 'Орландо' 'Нью-Йорк' 'Портленд'],0,Sheet1,-3.9078547954559326,-0.05280884858724233,-10.75,-10.75,-9.75,-8.90625,-7.8203125,-6.790625095367432,-5.717447757720947,-4.950892925262451,-4.368896484375,-3.9123263359069824,-1.578125,-1.578125,-1.35546875,-1.0794271230697632,-0.69580078125,-0.46171873807907104,-0.3020833432674408,-0.1808035671710968,-0.0888671875,0.0512152761220932
"Если аудитор включает в отчет параграф, акцентирующий внимание на важном вопросе, чтобы привлечь внимание пользователей к вопросу, имеющему отношение к пониманию ими финансовой отчетности неэмитента, то аудитор должен", профессиональный_бухгалтерский_учет," ['Укажите в аудиторском отчете, что параграф, посвященный ключевым моментам, требуется в соответствии с законом или нормативным актом.' 'Уведомите соответствующий регулирующий орган, если заключение аудитора было изменено на основании этих обстоятельств.' 'Измените вводный параграф, чтобы направить читателя к параграфу, посвященному ключевым моментам.' 'Включите этот параграф сразу после параграфа с заключением в аудиторский отчет.']",3,Sheet1,-3.0971744060516357,-0.014472777598372129,-11.8125,-9.89453125,-8.411458015441895,-6.928308963775635,-5.967261791229248,-5.217187404632568,-4.408365726470947,-3.906766891479492,-3.503443717956543,-3.0971453189849854,-3.23046875,-2.455078125,-1.8318685293197632,-1.2949506044387817,-1.0083937644958496,-0.8031836152076721,-0.6087728142738342,-0.47654813528060913,-0.36028730869293213,-0.21265216171741486
 Какое из следующих чисел находится между 2 329 500 и 2 598 100?, элементарная_математика," ['2,249,550' '2,589,200' '2,329,333' '2,327,900']",1,Sheet1,-1.6874079704284668,-0.017951148621579434,-5.765625,-4.34375,-3.8046875,-3.3259942531585693,-2.997767925262451,-2.7297794818878174,-2.3926758766174316,-2.1168053150177,-1.880328893661499,-1.686348795890808,-1.5859375,-1.337499976158142,-1.14697265625,-0.8732244372367859,-0.6722237467765808,-0.5190716981887817,-0.3843750059604645,-0.2660495936870575,-0.15617488324642181,-0.005320582073181868
 Спутник на околоземной орбите находится над Землей., концептуальная_физика, ['атмосфера' 'гравитационное поле' 'Оба' 'Ни один'],0,Sheet1,-2.5265302658081055,-0.030440123684435005,-7.3125,-6.671875,-6.28125,-5.550000190734863,-5.033854007720947,-4.536830425262451,-3.621961832046509,-3.2789063453674316,-2.9849965572357178,-2.528151273727417,-1.640625,-1.0263671875,-0.7688801884651184,-0.42363280057907104,-0.33203125,-0.2559988796710968,-0.1127387136220932,-0.05302734300494194,-0.0023970170877873898,0.11786358058452606
"Объект, движущийся вдоль прямой, имеет скорость v(t) = t cos(t) - ln (t + 2), где 0 <= t <= 10. Сколько раз объект изменит направление движения?", математика для старшей школы, ['none' 'one' 'two' 'three'],2,Sheet1,-1.7719613313674927,-0.010423301949220545,-6.28125,-4.979166507720947,-4.287259578704834,-3.6236979961395264,-3.1287364959716797,-2.817129611968994,-2.49322509765625,-2.246473550796509,-1.9859470129013062,-1.770751953125,-2.810546875,-1.7428385019302368,-1.2832406759262085,-0.9173973798751831,-0.6720859408378601,-0.5209407210350037,-0.3613576889038086,-0.25631967186927795,-0.14426849782466888,-0.04502736032009125
 Какой фактор за последние четверть века существенно дестабилизировал Восточную Европу и привёл к этническим конфликтам?, география для старшей школы, ['Введение новых языков' 'Конец холодной войны' 'Вторжение Советского Союза' 'Принятие многих стран Восточной Европы в ЕС'],1,Sheet1,-2.2061402797698975,-0.014514080787959852,-8.5,-7.791666507720947,-6.60069465637207,-5.374674320220947,-4.4337239265441895,-3.7578125,-3.2473957538604736,-2.848724365234375,-2.534201145172119,-2.207207441329956,-2.5989582538604736,-1.7682291269302368,-1.2534722089767456,-0.9362691044807434,-0.7373942136764526,-0.5895928144454956,-0.4692789614200592,-0.3579660952091217,-0.26082807779312134,-0.12107405811548233
"Утверждение 1 | Производная сигмоиды $\sigma(x)=(1+e^{-x})^{-1}$ по $x$ равна $\text{Var}(B)$, где $B\sim \text{Bern}(\sigma(x))$ — случайная величина Бернулли. Утверждение 2 | Установка параметров смещения в каждом слое нейронной сети равными 0 изменяет компромисс между смещением и дисперсией таким образом, что дисперсия модели увеличивается, а смещение модели уменьшается.", машинное обучение," ['Истина, Истина' 'Ложь, Ложь' 'Истина, Ложь' 'Ложь, Истина']",2,Sheet1,-1.8115720748901367,-0.005161174002536002,-8.963068008422852,-6.7839674949646,-5.411534786224365,-4.32124662399292,-3.5883703231811523,-2.9998230934143066,-2.5981993675231934,-2.2638072967529297,-2.0227200984954834,-1.811653733253479,-3.1363637447357178,-2.00144362449646,-1.348374366760254,-0.9794231653213501,-0.7610805630683899,-0.5901232957839966,-0.464498907327652,-0.34712284803390503,-0.2479686588048935,-0.13574855029582977
" Большая рыба подплывает и проглатывает маленькую рыбку, которая отдыхает. Сразу после обеда у откормленной большой рыбы происходит смена обстановки.", концептуальная_физика, ['speed' 'momentum' 'Both' 'Neither'],0,Sheet1,-3.074150800704956,-0.018408088626975783,-8.875,-7.892857074737549,-7.268750190734863,-6.3816962242126465,-5.740808963775635,-4.938988208770752,-4.42626953125,-3.835536479949951,-3.4692342281341553,-3.073195219039917,-2.0338542461395264,-1.3677455186843872,-1.052343726158142,-0.7360011339187622,-0.5813311338424683,-0.4188900887966156,-0.32705941796302795,-0.2121865451335907,-0.13570478558540344,-0.0264456607401371
" Баффи и Уиллоу обсуждали свои сексуальные фантазии. Баффи призналась, что иногда фантазирует о сексе с другими женщинами, хотя обычно её привлекают мужчины. Она также фантазирует о групповом сексе. Какое из следующих утверждений можно вывести из фантазий Баффи?", человеческая_сексуальность,"[«Фантазии Баффи предполагают, что она, должно быть, скрытая гомосексуалистка или бисексуалка». «Фантазии Баффи указывают на парафилию». «Фантазии Баффи указывают на то, что ей не хватает секса, чтобы быть довольной». «Фантазии Баффи довольно типичны и мало что говорят о её сексуальных наклонностях».]",3,Sheet1,-2.086970329284668,-0.008248894582152838,-7.458333492279053,-6.004807472229004,-5.213281154632568,-4.6171875,-4.00118350982666,-3.4239258766174316,-3.0187456607818604,-2.6351985931396484,-2.3312032222747803,-2.087644577026367,-1.7994791269302368,-1.0814303159713745,-0.7127838134765625,-0.5348581075668335,-0.3901533782482147,-0.27451324462890625,-0.19569596648216248,-0.11394573003053665,-0.03727315366268158,0.05943822115659714
" Исследование Уорнера, посвященное городу Натчез на американском Юге, показало, что там существовала «расовая черта»:", социология,"['больше не оказывает сильного влияния на расовые отношения' 'способ разметки земли, чтобы у чернокожих было меньше места для жилья' 'новая политика, введенная для ассимиляции чернокожих и белых групп' 'резкое разделение между черными и белыми кастами, основанное на убеждениях о превосходстве белой расы']",3,Sheet1,-3.155947685241699,-0.020627109053867314,-8.875,-7.875,-6.878472328186035,-6.265625,-5.764583110809326,-5.2109375,-4.613746166229248,-4.064208984375,-3.622793674468994,-3.1583173274993896,-1.2916666269302368,-0.9453125,-0.7254774570465088,-0.53045654296875,-0.395263671875,-0.2915717363357544,-0.2041596919298172,-0.1327412873506546,-0.06641529500484467,0.039306640625
"Профессор владел зданием в городе. На первом этаже здания располагалось коммерческое помещение, а над ним — две квартиры: одна на втором, другая на третьем этаже. Несколько лет назад преподаватель в письменной форме заключил с профессором договор аренды на три года. Преподаватель согласился платить 800 долларов в месяц за квартиру на третьем этаже в здании профессора. Первоначальный трехлетний срок давно истек, но преподаватель продолжал платить арендную плату, а профессор продолжал ее принимать. Профессор сдал первый этаж в аренду ресторатору, который открыл там суши-ресторан. Через несколько месяцев в городе разразилась эпидемия анкилостомоза, причиной которой стало употребление сырой рыбы. Городской совет, пытаясь защитить население от паразитов, принял постановление, запрещающее работу всех суши-ресторанов в городе. Ресторатор был вынужден закрыть свой бизнес. Она заперла двери и оставила в окне табличку: «Закрыто до дальнейшего уведомления». Через несколько недель крысы, привлеченные запахом рыбы, оставленной в ресторане, заполонили здание. Учительница не смогла больше терпеть крыс и уведомила профессора о его переезде в другой город, после чего с тех пор о нем ничего не известно. Лучшая защита учительницы заключается в том, что профессор, позволив владельцу ресторана хранить рыбу в закрытом заведении, нанес ущерб.",профессиональное_право, ['Частичное принудительное выселение'.' 'Частичное фактическое выселение'.' 'Принудительное выселение'.' 'Нарушение подразумеваемого соглашения о пригодности жилья'.],2,Sheet1,-2.160308599472046,-0.0022908892889417242,-8.517578125,-6.74072265625,-5.636067867279053,-4.7843017578125,-4.091894626617432,-3.5278422832489014,-3.070404052734375,-2.6993236541748047,-2.4003419876098633,-2.1603076457977295,-2.05322265625,-1.377685546875,-0.9452164769172668,-0.6956124305725098,-0.5308521389961243,-0.3999166488647461,-0.28893524408340454,-0.19469761848449707,-0.10878774523735046,-0.021065711975097656
" Пемза — это вулканическая порода, плавающая в воде. Плотность пемзы по сравнению с плотностью воды составляет", концептуальная_физика," ['меньше'.' 'равно'.' 'больше'.' 'ничего, потому что тонет'.]",0,Sheet1,-2.0336201190948486,-0.014953089110991535,-8.65625,-7.324999809265137,-5.73046875,-4.769886493682861,-3.9877231121063232,-3.3898208141326904,-2.932812452316284,-2.5622611045837402,-2.267214298248291,-2.032674789428711,-3.984375,-2.2249999046325684,-1.3905563354492188,-0.9945123791694641,-0.7566746473312378,-0.5604140162467957,-0.4067230224609375,-0.28522789478302,-0.18020160496234894,-0.06915704160928726
" Победа на президентских выборах с получением большинства голосов происходит, когда",школьное_правительство_и_политика," ['Победивший кандидат получает менее 50 процентов голосов избирателей' 'Кандидаты получают равное количество голосов выборщиков, и победитель определяется по результатам всенародного голосования' 'Сенат объявляет официального победителя' 'Победивший кандидат получает более 50 процентов голосов избирателей']",0,Sheet1,-3.0579066276550293,-0.026361264031508874,-9.5,-9.0625,-7.8515625,-6.962500095367432,-5.720982074737549,-5.11328125,-4.626302242279053,-3.879971504211426,-3.5670166015625,-3.0579986572265625,-1.5859375,-1.33203125,-0.9296875,-0.734130859375,-0.4659946858882904,-0.360626220703125,-0.2730306088924408,-0.1337224841117859,-0.0770060196518898,0.0503452830016613
 Как предотвратить SQL-инъекции?, компьютерная_безопасность, ['Запросы на экранирование' 'Запросы на прерывание' 'Объединение таблиц' 'Все вышеперечисленное'],0,Sheet1,-2.684818744659424,-0.04261617055014959,-9.25,-9.25,-8.8125,-8.8125,-6.138020992279053,-4.6728515625,-4.6728515625,-3.7474608421325684,-3.1292724609375,-2.683345317840576,-1.1875,-1.1875,-0.88671875,-0.88671875,-0.5634765625,-0.378662109375,-0.378662109375,-0.2662109434604645,-0.1495768278837204,-0.0389229916036129
"В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам США по состоянию на 2020 год? Сценарий 1 | Я смеюсь над заикающимся студентом. Сценарий 2 | Я вызвал полицию на незнакомца, прошедшего мимо меня.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",0,Sheet1,-2.0803909301757812,-0.006843391217683491,-8.458333015441895,-7.259868621826172,-6.084051609039307,-4.964343070983887,-4.11702823638916,-3.4688658714294434,-2.98099946975708,-2.6070556640625,-2.3141281604766846,-2.0803778171539307,-3.157118082046509,-1.9720394611358643,-1.392882227897644,-1.0298657417297363,-0.8099981546401978,-0.6485445499420166,-0.51631098985672,-0.40259677171707153,-0.3020811676979065,-0.19999279081821442
" В каком из этих двух сценариев главный герой (использующий местоимения «я/мне/мой») совершает явно аморальный поступок, согласно общепринятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я предоставлял скидки пожилым людям. Сценарий 2 | Собака соседа постоянно лаяла, поэтому я засунул ей в пасть носок.", моральные_сценарии," ['Неправильно, неправильно' 'Неправильно, не неправильно' 'Не неправильно, неправильно' 'Не неправильно, не неправильно']",2,Sheet1,-2.117595911026001,-0.006659106638446544,-8.606249809265137,-7.067187309265137,-5.754536151885986,-4.863566875457764,-4.094876766204834,-3.5170741081237793,-3.051093101501465,-2.6530380249023438,-2.368267059326172,-2.1177773475646973,-2.71875,-1.691992163658142,-1.1193197965621948,-0.8372758030891418,-0.6424126029014587,-0.5039249658584595,-0.39267560839653015,-0.28453487157821655,-0.1942119002342224,-0.08942295610904694
