question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,minkpp_0.1,minkpp_0.2,minkpp_0.3,minkpp_0.4,minkpp_0.5,minkpp_0.6,minkpp_0.7,minkpp_0.8,minkpp_0.9,minkpp_1.0
8104,Find the maximum possible order for an element of S_n for n = 6.,30,48,24,6,60,36,12,105,18,72,D,3,math,ori_mmlu-abstract_algebra,,test,-2.305233955383301,-0.03340918775917827,-6.53125,-5.645833492279053,-5.1953125,-4.528645992279053,-3.958984375,-3.710069417953491,-3.212002754211426,-2.9886066913604736,-2.6180245876312256,-2.302793502807617,-2.78125,-2.0286457538604736,-1.73828125,-1.341796875,-1.02947998046875,-0.9054362177848816,-0.7002397179603577,-0.6101481318473816,-0.4536481499671936,-0.319793701171875
2525,"A school psychologist is providing feedback to a student's parents regarding the student's performance on a measure of academic achievement. To explain the concept of grade equivalent, the school psychologist should explain that it is",the grade in which a student should be placed in school,the average score on that measure obtained by students in a given grade,the score that represents the student's potential ability in a particular grade level,a measure of a student's academic progress compared to national standards,the score that represents the student's current grade level performance regardless of age,the score that represents the student's individual performance compared to other students,the average score on that measure obtained by students at a given age,utilized to determine accountability among peers,used to determine a student's eligibility for special education services,,B,1,psychology,ori_mmlu-high_school_psychology,,test,-2.1233909130096436,-0.014062191476885057,-7.21875,-6.1875,-5.220170497894287,-4.328125,-3.73478627204895,-3.3771307468414307,-2.980769157409668,-2.6505208015441895,-2.369513988494873,-2.125211238861084,-1.7161458730697632,-1.1506696939468384,-0.7168856263160706,-0.4664062559604645,-0.28865131735801697,-0.18625710904598236,-0.07970252633094788,0.00865885429084301,0.09265854954719543,0.1806640625
7713,Which number written in exponential notation is equivalent to 343?,7^49,7^3,49^3,294^49,49^7,3^7,1^343,7^7,3^49,,B,1,math,ori_mmlu-elementary_mathematics,,test,-2.4936230182647705,-0.03613946403282276,-9.0,-8.078125,-7.322916507720947,-5.300000190734863,-4.654947757720947,-4.185267925262451,-3.4470486640930176,-3.1722655296325684,-2.9133522510528564,-2.488731861114502,-2.28125,-1.73046875,-1.37109375,-0.89892578125,-0.7403971552848816,-0.6067243218421936,-0.3629557192325592,-0.26806640625,-0.18616832792758942,-0.05235877260565758
4485,"An E. coli cell is 1.0\mu in diameter and 2.0\mu long and may be assumed to be cylindrical. It contains 80% water. If the intracellular pH is 6.4, calculate the number of H^+ ions in a single cell.",75 H^+ ions,600 H^+ ions,150 H^+ ions,450 H^+ ions,302 H^+ ions,350 H^+ ions,250 H^+ ions,1000 H^+ ions,50 H^+ ions,800 H^+ ions,E,4,chemistry,stemez-Chemistry,,test,-1.6513606309890747,-0.010864214677559702,-6.192708492279053,-4.903645992279053,-4.04600715637207,-3.4430339336395264,-3.0028645992279053,-2.6501736640930176,-2.349423408508301,-2.08209228515625,-1.8613462448120117,-1.6507538557052612,-2.9453125,-1.8536783456802368,-1.2702568769454956,-0.9334157109260559,-0.7015828490257263,-0.537017822265625,-0.4077061116695404,-0.29916635155677795,-0.19865134358406067,-0.08031225949525833
7929,Find the value of the expression −16 + 13 + (−33).,−4,−62,−33,36,16,−16,62,4,−36,33,I,8,math,ori_mmlu-elementary_mathematics,,test,-2.008603096008301,-0.03586791242871966,-9.875,-5.348958492279053,-4.271874904632568,-3.6941964626312256,-3.272569417953491,-3.0859375,-2.7994792461395264,-2.541294574737549,-2.25323486328125,-2.007948160171509,-5.34375,-2.2643229961395264,-1.467187523841858,-1.0481306314468384,-0.7700737714767456,-0.654980480670929,-0.4672037661075592,-0.3072684109210968,-0.15167236328125,-0.0093858502805233
3645,A household lightbulb is a blackbody radiator. Many lightbulbs use tungsten filaments that are heated by an electric current. What temperature is needed so that $\lambda_{\max }=550 \mathrm{~nm}$ ?,4500 $\mathrm{~K}$,"5300 $\mathrm{~K}$
",4800 $\mathrm{~K}$,6000 $\mathrm{~K}$,,,,,,,B,1,chemistry,scibench-chemmc,,test,-1.8312067985534668,-0.011890953237360174,-8.037500381469727,-5.723437309265137,-4.594270706176758,-3.860546827316284,-3.3378124237060547,-2.946744680404663,-2.5965681076049805,-2.2864623069763184,-2.034468650817871,-1.831021785736084,-2.393749952316284,-1.4923827648162842,-1.0252970457077026,-0.7609100341796875,-0.5791772603988647,-0.4320617616176605,-0.3185529410839081,-0.22180023789405823,-0.12554118037223816,-0.024080811068415642
8571,A circular tree trunk has a diameter of 8 feet. Which equation could be used to find the distance in feet around the tree trunk?,C =16π,C = 20π,C =8π,C = 2π,C = 4π,C = 64π,C = 48π,C = 12π,C = 32π,C = 80π,C,2,math,ori_mmlu-elementary_mathematics,,test,-1.8658709526062012,-0.018658709526062012,-7.5,-6.337500095367432,-5.123046875,-4.470312595367432,-3.653245210647583,-3.061279296875,-2.757704019546509,-2.387927770614624,-2.097900390625,-1.865662693977356,-2.2109375,-1.650781273841858,-1.099090576171875,-0.8489013910293579,-0.5980130434036255,-0.4211883544921875,-0.3284912109375,-0.2100423127412796,-0.1155904158949852,-0.02997504360973835
1728,"An architect is the owner of a large two-story office building. The architect designed and supervised the building's construction. He and his associate occupy the first floor for their architectural business. In June 2005, the architect entered into a valid and binding written lease with a tenant to rent the second floor office space for four years at a monthly rental of $5,000. The lease contained a provision wherein the architect was required to repaint the second floor premises after two years of occupancy. On June 1, 2007, the tenant sent the architect a written letter requesting the repainting of the second-floor office space. The architect made no reply and failed to perform the repainting as the lease required. The cost of repainting the tenant's office was estimated at $1,750. On July 1, 2008, the architect had still not repainted the premises. The following day, the tenant moved out, mailed the keys to the architect, and refused to pay any more rent. The lease was silent as to the rights and remedies of the tenant due to the architect's failure to perform the repainting. There is no applicable statute in the jurisdiction. In an appropriate action by the architect against the tenant for the rent due, the architect will","lose, because the obligation to pay rent is dependent on the architect's performance of his express covenant.","win, because the tenant left the premises before the lease term was over","win, because the cost of repainting is less than the rent due","lose, because the tenant was justified in leaving due to the architect's neglect of his duties.","n, because the tenant had the remedy of self-help.","win, because there was no constructive eviction.","win, because the tenant did not take legal action against the architect for failure to repaint","lose, because the tenant has the right to withhold rent until the repainting is done","lose, because he cannot maintain an action for rent while in breach of an express covenant.",,F,5,law,ori_mmlu-professional_law,,test,-1.73862886428833,-0.003050226077698825,-6.651442527770996,-5.378305435180664,-4.404847621917725,-3.6910715103149414,-3.170771598815918,-2.77244234085083,-2.4373939037323,-2.1664340496063232,-1.9366952180862427,-1.7383434772491455,-2.263822078704834,-1.468674898147583,-1.0224084854125977,-0.7420485615730286,-0.5538232326507568,-0.40853941440582275,-0.28710970282554626,-0.1871003657579422,-0.09912135452032089,-0.010924364440143108
2721,"Answering multiple-choice questions is often easier than answering fill-in or completion questions, because multiple choice questions",are definitional rather than conceptual,check memorization rather than critical thinking,encourage rote learning rather than comprehension,require less time to answer,enhance retention of information,provide more retrieval cues,are always easier to understand,,,,F,5,psychology,ori_mmlu-high_school_psychology,,test,-2.844006061553955,-0.031252813863230276,-8.1875,-6.989583492279053,-6.150000095367432,-5.386160850524902,-4.796875,-4.339488506317139,-3.953125,-3.542447805404663,-3.1685431003570557,-2.845189094543457,-7.0625,-3.4244792461395264,-2.397656202316284,-1.8429129123687744,-1.4389106035232544,-1.1397372484207153,-0.91796875,-0.7369791865348816,-0.5795036554336548,-0.4377056062221527
11632,"A fluid is flowing in a circular pipe of radius R. Heat is being transferred from the walls of the pipe to the fluid at a constant rate q_w per unit area. Derive an expression for the temperature distribution and the local heat transfer coefficient h_x. The flow is laminar and fully developed. Axial conduction is negligible in comparison with radial conduction. Note that at x = 0, the bulk mean temperature of the fluid T_(b)1 is known.",h_x = 8.72 (k/D),h_x = 7.23 (k/D),h_x = 2.18 (k/D),h_x = 9.50 (k/D),h_x = 6.54 (k/D),h_x = 11.04 (k/D),h_x = 4.36 (k/D),h_x = 10.12 (k/D),h_x = 3.66 (k/D),h_x = 5.78 (k/D),G,6,engineering,stemez-TransportPhenomena,,test,-1.6742063760757446,-0.0061326240881895405,-7.232638835906982,-5.3125,-4.314732074737549,-3.5779194831848145,-3.0611979961395264,-2.6893503665924072,-2.3582963943481445,-2.1036312580108643,-1.867769479751587,-1.674338936805725,-2.6953125,-1.5704152584075928,-1.0610482692718506,-0.7490459084510803,-0.5486831665039062,-0.41209009289741516,-0.2902413010597229,-0.19971828162670135,-0.10754536837339401,-0.016956329345703125
4438,What is the magnetic moment of 205Tl?,0.600 x 10^-26 J T-1,"[ɣ (205TI = 1.569 x 108 T-1 s-1, I = ½]",1.433 x 10^-26 J T-1,0.717 x 10^-26 J T-1,0.922 x 10^-26 J T-1,1.569 x 10^-26 J T-1,0.750 x 10^-26 J T-1,1.256 x 10^-26 J T-1,1.100 x 10^-26 J T-1,0.827 x 10^-26 J T-1,J,9,chemistry,ori_mmlu-college_chemistry,,test,-2.348928213119507,-0.05219840473598904,-8.875,-7.328125,-6.364583492279053,-5.31640625,-4.194010257720947,-3.7533481121063232,-3.39794921875,-3.092881917953491,-2.80078125,-2.3508708477020264,-2.25,-1.78515625,-1.2734375,-0.990966796875,-0.5930989384651184,-0.4564732015132904,-0.349609375,-0.2534722089767456,-0.16523437201976776,-0.0045572915114462376
6791,"A 19-year-old Asian female college student comes to the university health center because of a 1-week history of nasal stuffiness, occasional clear rhinorrhea, and a mild sore throat. Two days ago, she began to feel hot, but she has not taken her temperature. Medical history is unremarkable and her only medication is an oral contraceptive. She has no history of allergies. She does not smoke cigarettes. BMI is 22 kg/m2 . Vital signs are temperature 38.1°C (100.6°F), pulse 88/min, respirations 16/min, and blood pressure 116/74 mm Hg. Physical examination discloses tenderness over the left maxillary sinus without purulent drainage. There is clear fluid behind the left tympanic membrane, enlarged tonsils bilaterally, and pain with tapping of the left upper incisors. Left frontal sinus does not transilluminate. Cardiopulmonary examination discloses no abnormalities. Which of the following is the most likely underlying mechanism of this patient's sinusitis? ",Allergic reaction,Mucosal edema,Bacterial infection,Eustachian tube dysfunction,Immune system disorder,Fungal infection,Chronic sinusitis,Viral infection,Nasal polyps,Oral contraceptive use,B,1,health,ori_mmlu-professional_medicine,,test,-1.7071876525878906,-0.002953611855688392,-7.6875,-5.7936787605285645,-4.624526500701904,-3.8098666667938232,-3.2511613368988037,-2.8039824962615967,-2.4244978427886963,-2.135570764541626,-1.9029700756072998,-1.7069439888000488,-3.020596504211426,-1.8036221265792847,-1.2046573162078857,-0.870430588722229,-0.6597477197647095,-0.50095134973526,-0.37020209431648254,-0.2659517824649811,-0.17159943282604218,-0.0636366754770279
4464,"An equilibrium solution of the complex ion Ag(NH_3)_2^+ contains 0.30 M of NH_4^+ and 0.15 M of the actual ^+complex ion. To obtain a concentration of Ag^+ equal to 1.0 × 10^-6 M, what must the pH of this solution be?K_dissof Ag(NH_3)_2^+ = 6.0 × 10^-8, K_b of NH_3 = 1.8 × 10^-5 and K_W = 1 × 10^-14.",7.45,10.50,6.90,8.76,7.00,7.80,10.00,8.20,9.20,9.50,D,3,chemistry,stemez-Chemistry,,test,-1.4219419956207275,-0.007039316810003602,-7.754807472229004,-5.68870210647583,-4.341546535491943,-3.425518274307251,-2.8092548847198486,-2.360576868057251,-2.0296430587768555,-1.7782431840896606,-1.5807271003723145,-1.422654390335083,-4.751802921295166,-2.776705265045166,-1.8579156398773193,-1.3844317197799683,-1.0869699716567993,-0.8767993450164795,-0.7164826393127441,-0.5829582214355469,-0.4630802571773529,-0.3495246171951294
7227,Which of the following would NOT shift the aggregate demand curve?,A change in spending by state governments.,A change in the inflation rate.,A change in technology.,A change in consumer confidence.,A change in foreign trade policies.,A change in the interest rate.,A change in the level of national income.,A change in the labor force.,A change in the money supply.,,C,2,economics,ori_mmlu-high_school_macroeconomics,,test,-2.0340306758880615,-0.028648319378705094,-8.25,-6.59375,-5.296875,-4.5546875,-4.025000095367432,-3.5703125,-3.1400668621063232,-2.774658203125,-2.481011390686035,-2.0341241359710693,-2.171875,-1.224609375,-0.7932942509651184,-0.56591796875,-0.42363280057907104,-0.29931640625,-0.2066127210855484,-0.1363525390625,-0.0775824636220932,0.10875355452299118
6254,"A 30-year-old woman comes to the physician because of a 2-day history of abdominal pain. She has a history of recurrent upper respiratory tract infections, sinusitis, and pancreatitis. She has thick nasal secretions. She says that her sweat is salty and crystallizes on her skin. Her vital signs are within normal limits. Physical examination shows epigastric tenderness. Genetic testing for the 36 most common mutations shows a detectable mutation (G551D) in one allele of the CFTR gene. Which of the following best explains this patient's clinical phenotype?",Both CFTR alleles must be mutated to produce symptoms,Only one G551D allele is needed in CFTR,The patient is a CFTR obligate carrier,The patient's symptoms are coincidental and not related to the CFTR mutation,The G551D mutation in CFTR does not cause symptoms,The patient's CFTR mutation is unrelated to her clinical phenotype,The second CFTR mutation was not detected by the testing obtained,The patient's clinical phenotype is due to a mutation in a different gene,The patient has a rare form of CFTR mutation that requires two alleles,The CFTR mutation is associated with her clinical phenotype but not the cause,G,6,health,ori_mmlu-professional_medicine,,test,-1.8621450662612915,-0.005413212401922359,-7.677083492279053,-5.911458492279053,-4.738715171813965,-3.9807941913604736,-3.437760353088379,-3.0119900703430176,-2.649158239364624,-2.339442014694214,-2.085793972015381,-1.8621495962142944,-1.9231771230697632,-1.3365885019302368,-0.9266323447227478,-0.6755701899528503,-0.505047619342804,-0.3736318051815033,-0.263033926486969,-0.16185633838176727,-0.06943653523921967,0.040941979736089706
2064,"A 66-year-old client who is depressed, has rhythmic hand movements, and has a flattened affect is probably suffering from",Huntington's disease,Creutzfeldt-Jakob disease,Multiple Sclerosis,Alzheimer's disease,Parkinson's disease,Vascular Dementia,Frontotemporal Dementia,Schizophrenia,a right frontal lobe tumor,Bipolar Disorder,E,4,psychology,ori_mmlu-professional_psychology,,test,-2.8075103759765625,-0.027524611529181984,-10.734375,-7.881249904632568,-6.8839287757873535,-5.732812404632568,-5.117838382720947,-4.378645896911621,-3.986213207244873,-3.484570264816284,-3.1876332759857178,-2.8054285049438477,-2.8671875,-1.66796875,-1.322265625,-0.9961792230606079,-0.8244832158088684,-0.5958821773529053,-0.4681037366390228,-0.3066772520542145,-0.20724210143089294,-0.021904297173023224
6165,Which of the following describes the cluster of blood capillaries found in each nephron in the kidney?,Afferent arteriole,Glomerulus,Renal medulla,Proximal convoluted tubule,Efferent arteriole,Loop of Henle,Distal convoluted tubule,Renal pelvis,Bowman's capsule,Renal capsule,B,1,health,ori_mmlu-anatomy,,test,-2.2930617332458496,-0.02635703141661896,-9.421875,-7.609375,-6.203125,-5.2236328125,-4.463671684265137,-3.7693684101104736,-3.26025390625,-2.862091064453125,-2.5466511249542236,-2.292375087738037,-1.78125,-1.34375,-0.9986165165901184,-0.72509765625,-0.545117199420929,-0.4112955629825592,-0.3073381781578064,-0.2156982421875,-0.1079644113779068,0.02939453162252903
3558,"Assume all gases are perfect unless stated otherwise. Unless otherwise stated, thermodynamic data are for 298.15 K. For the reaction $\mathrm{C}_2 \mathrm{H}_5 \mathrm{OH}(\mathrm{l})+3 \mathrm{O}_2(\mathrm{~g}) \rightarrow 2 \mathrm{CO}_2(\mathrm{~g})+3 \mathrm{H}_2 \mathrm{O}(\mathrm{g})$, $\Delta_{\mathrm{r}} U^\ominus=-1373 \mathrm{~kJ} \mathrm{~mol}^{-1}$ at $298 \mathrm{~K}$, calculate $\Delta_{\mathrm{r}} H^{\ominus}$.",-1400$\mathrm{~kJ} \mathrm{~mol}^{-1}$,-1415 kJ mol^-1,-1340 kJ mol^-1,-1390 kJ mol^-1,-1320$\mathrm{~kJ} \mathrm{~mol}^{-1}$,-1335 kJ mol^-1,-1385$\mathrm{~kJ} \mathrm{~mol}^{-1}$,-1375 kJ mol^-1,-1420 kJ mol^-1,-1368$\mathrm{~kJ} \mathrm{~mol}^{-1}$,J,9,chemistry,scibench-atkins,,test,-0.7977474927902222,-0.003282911492963877,-4.982421875,-3.35986328125,-2.50634765625,-1.96368408203125,-1.587701439857483,-1.3279685974121094,-1.139646291732788,-0.9971904754638672,-0.8863915205001831,-0.7977523803710938,-2.1181640625,-1.2112865447998047,-0.8026453852653503,-0.5933952331542969,-0.46330565214157104,-0.3696441650390625,-0.2914297878742218,-0.22171401977539062,-0.1530659943819046,-0.0767974853515625
5654,Which of the following is true of court cases in which one private party is suing another?,"They are always resolved through arbitration, not court trials.",They are always tried in the Supreme Court.,They are tried in juvenile court.,They are tried in international court.,The federal court system has exclusive jurisdiction over them.,The state court system has exclusive jurisdiction over them.,They are exclusively tried in appellate court.,The military court system has exclusive jurisdiction over them.,They are tried in civil court.,They are tried in criminal court.,I,8,other,ori_mmlu-high_school_government_and_politics,,test,-2.7508578300476074,-0.03438572287559509,-10.8125,-8.25,-6.256249904632568,-5.645833492279053,-4.775390625,-4.206250190734863,-3.9573862552642822,-3.522536039352417,-3.1156249046325684,-2.751802444458008,-3.0,-1.6822916269302368,-1.18359375,-1.0406900644302368,-0.77679443359375,-0.5789550542831421,-0.4993341565132141,-0.35400390625,-0.20940755307674408,-0.04391659051179886
6300,Which of the following statements is true of the temporomandibular joint?,It has an articular disc of fibrocartilage,Proprioceptive information is carried by the chorda tympani and deep temporal nerves,It is a hinge type of synovial joint,Proprioceptive information is carried by the masseteric and auriculotemporal nerves.,Proprioceptive information is carried by the glossopharyngeal and vagus nerves.,Its articular surfaces are covered by hyaline cartilage,Its articular surfaces are covered by fibrocartilage,Proprioceptive information is carried by the facial and trigeminal nerves,It has an articular disc of hyaline cartilage,It is a pivot type of synovial joint,D,3,health,ori_mmlu-anatomy,,test,-1.6206616163253784,-0.023152308804648265,-11.375,-5.658854007720947,-4.720703125,-3.6328125,-3.2957589626312256,-2.6941189765930176,-2.427783250808716,-2.027008056640625,-1.8710843324661255,-1.621606469154358,-1.5859375,-1.21875,-0.9124984741210938,-0.5997874140739441,-0.4975716769695282,-0.3522779643535614,-0.281503289937973,-0.14164988696575165,-0.067352294921875,0.10777384787797928
3019,How do the algae differ from the fungi in their method of obtaining food?,"Algae use phagocytosis to ingest food particles, while fungi use mycorrhizal associations to obtain nutrients",Both algae and fungi are heterotrophs,"Algae obtain food through chemosynthesis, while fungi obtain food through absorption",Both algae and fungi obtain food through ingestion of other organisms,"Algae consume food by absorption, while fungi synthesize their own food through photosynthesis",Both algae and fungi are autotrophs,Algae are autotrophs and fungi are heterotrophs,Fungi are parasites and algae are saprophytes,Algae are decomposers and fungi are photosynthetic,Algae are heterotrophs and fungi are autotrophs,G,6,biology,stemez-Biology,,test,-2.7820327281951904,-0.040912246002870446,-12.25,-9.78125,-6.8046875,-6.059374809265137,-4.911830425262451,-4.47265625,-4.09288215637207,-3.4904119968414307,-3.2395832538604736,-2.782712697982788,-1.8359375,-1.3359375,-0.7301025390625,-0.56298828125,-0.3323800265789032,-0.25665283203125,-0.1964518278837204,-0.08225319534540176,-0.02364095114171505,0.0955287367105484
3851,Calculate the pH of a 0.2 M NH_3 solution for which K_b = 1.8 × 10^-5 at 25°C. The equation for the reaction is NH_3 + H_2O \rightleftarrows NH_4^+ + OH^-.,10.75,11.5,9.82,11.73,9.50,12.2,11.28,11.00,10.45,12.46,G,6,chemistry,stemez-Chemistry,,test,-0.9051496982574463,-0.006465354987553188,-5.447916507720947,-3.8235676288604736,-2.8522136211395264,-2.2500813007354736,-1.7906690835952759,-1.5133419036865234,-1.3039813041687012,-1.1446278095245361,-1.0197592973709106,-0.9046251773834229,-5.279947757720947,-2.840764284133911,-1.8894110918045044,-1.4059804677963257,-1.0738368034362793,-0.8794440031051636,-0.7186222672462463,-0.5817995667457581,-0.4669455885887146,-0.34032219648361206
9761,"The separation of the headlights on a car is about 150cm. When the car is 30 meters away, what is the separation of the images of the lights on the retina?",4 mm,.833 mm,1 mm,1.5 mm,0.5 mm,2.5 mm,0.2 mm,2 mm,3 mm,0.3 mm,B,1,physics,stemez-Optics,,test,-1.8014299869537354,-0.016526880614254454,-8.875,-6.234375,-4.886363506317139,-3.9585938453674316,-3.3009867668151855,-2.8451087474823,-2.5018808841705322,-2.2287676334381104,-2.0010464191436768,-1.8023455142974854,-2.4791667461395264,-1.6886160373687744,-1.2225230932235718,-0.8262044191360474,-0.5789730548858643,-0.39990234375,-0.25934967398643494,-0.14738218486309052,-0.0491768978536129,0.053122494369745255
3816,"A particle of mass $1.0 \mathrm{~g}$ is released near the surface of the Earth, where the acceleration of free fall is $g=8.91 \mathrm{~m} \mathrm{~s}^{-2}$. What will be its kinetic energy after  $1.0 \mathrm{~s}$. Ignore air resistance?",36 $\mathrm{~mJ}$,30 $\mathrm{~mJ}$,54 $\mathrm{~mJ}$,24 $\mathrm{~mJ}$,18 $\mathrm{~mJ}$,72 $\mathrm{~mJ}$,9 $\mathrm{~mJ}$,48 $\mathrm{~mJ}$,60 $\mathrm{~mJ}$,12 $\mathrm{~mJ}$,H,7,chemistry,scibench-matter,,test,-1.4234683513641357,-0.008275978787000789,-6.839285850524902,-4.867708206176758,-3.9240057468414307,-3.2289061546325684,-2.7664694786071777,-2.33728289604187,-2.042799711227417,-1.7782307863235474,-1.5936037302017212,-1.4239306449890137,-6.736607074737549,-4.032812595367432,-2.8835670948028564,-2.0972819328308105,-1.6780906915664673,-1.338682770729065,-1.112990140914917,-0.9096109867095947,-0.7605308294296265,-0.5865429639816284
8344,"In the casino game of roulette, there are 38 slots for a ball to drop into when it is rolled around the rim of a revolving wheel: 18 red, 18 black, and 2 green. What is the probability that the first time a ball drops into the red slot is on the 8th trial (in other words, suppose you are betting on red every time-what is the probability of losing 7 straight times before you win the first time)?",0.0333,0.0256,0.0202,0.0053,0.0101,0.0112,0.0179,0.0278,0.0074,0.0158,D,3,math,ori_mmlu-high_school_statistics,,test,-1.644412636756897,-0.006851719319820404,-6.902777671813965,-5.1414475440979,-4.248922348022461,-3.605769157409668,-3.0815529823303223,-2.6921133995056152,-2.338737964630127,-2.0592448711395264,-1.8301475048065186,-1.6441105604171753,-3.305555582046509,-2.1613898277282715,-1.5366042852401733,-1.130784273147583,-0.8763851523399353,-0.7050360441207886,-0.5519229769706726,-0.4275277853012085,-0.31964111328125,-0.21308493614196777
8658,Find all c in Z_3 such that Z_3[x]/(x^3 + cx^2 + 1) is a field.,4,-1,0,1,-3,6,5,-2,2,3,I,8,math,ori_mmlu-abstract_algebra,,test,-1.4333783388137817,-0.021393706549459428,-8.28125,-4.868750095367432,-3.80859375,-3.1931817531585693,-2.7354910373687744,-2.369255542755127,-2.046630859375,-1.7965565919876099,-1.5987454652786255,-1.4349406957626343,-2.3203125,-1.324609398841858,-0.8084564208984375,-0.5308837890625,-0.3564365804195404,-0.23413804173469543,-0.14550170302391052,-0.0729396641254425,-0.007357083726674318,0.08014968037605286
745,"A television manufacturing firm lowered the price of its deluxe portable television set from $350 to $320 per unit, in order to increasetheir revenues and profits. This price change resulted in an increase in sales from 1,000 units per month to 1,080 units per month. Assuming the unit production costs did not change, was their decision to lower prices a good one?",The decision was a poor one,The decision had no effect,The decision was a good one,The decision increased profits,The decision increased profits but not revenues,The decision increased revenues but decreased profits,The decision had no effect on revenues but increased profits,The decision decreased both revenues and profits,The decision had no effect on profits but increased revenues,The decision increased revenues but not profits,A,0,business,stemez-Business,,test,-2.0466275215148926,-0.009096122317843966,-8.80078125,-6.608455657958984,-5.35812520980835,-4.428308963775635,-3.83203125,-3.3004748821258545,-2.9084017276763916,-2.5494959354400635,-2.28662109375,-2.0464179515838623,-2.99609375,-1.9988510608673096,-1.458774447441101,-1.046684741973877,-0.8143688440322876,-0.6245476007461548,-0.4938820004463196,-0.3688013553619385,-0.27285122871398926,-0.1617000848054886
6805,"A 22-year-old woman comes to the emergency department because of a 5-day history of sore throat and fever. During the past 3 days, she also has noticed a change in her voice and has had increased pain with swallowing. She has been taking acetaminophen since her symptoms began. Medical history is unremarkable and she takes no routine medications. Vital signs are temperature 40.0°C (104.0°F), pulse 130/min, respirations 18/min, and blood pressure 102/66 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Examination of the oropharynx shows erythema, edema, and anterior displacement of the right side of the soft palate. The uvula is deviated to the left. There is a white exudate on the right tonsil. Trismus is noted. Palpation of the neck discloses enlarged, tender, mobile anterior cervical lymph nodes. In addition to antibiotic therapy, which of the following is the most appropriate management?",Oral nystatin therapy,Tranquilizer therapy,Intravenous methylprednisolone therapy,Oral pain reliever therapy,Intravenous antiviral therapy,Incision and drainage,Salt water gargle,Antacid therapy,Oral antifungal therapy,Inhaled corticosteroid therapy,F,5,health,ori_mmlu-professional_medicine,,test,-1.408272385597229,-0.0025420079162404856,-6.332386493682861,-4.6815972328186035,-3.805737018585205,-3.17578125,-2.6934292316436768,-2.30574369430542,-2.0082602500915527,-1.7586982250213623,-1.5683097839355469,-1.4079936742782593,-2.4314630031585693,-1.4634358882904053,-0.9732761383056641,-0.7051897048950195,-0.53508460521698,-0.4000345766544342,-0.29429227113723755,-0.1981162130832672,-0.11378781497478485,-0.013215196318924427
2642,"One of the key areas of debate in the early stages of Developmental Psychology was the so called, Nature vs. Nurture debate. Academics agreed that there was interaction between these two factors but there was wide disagreement concerning the degree of interaction. Which of the following terms, that relate to either genetic or environmentally caused changes, describes the differences in timing of physical changes that are found in children belonging to different cohorts?",Secular trends.,Epigenesis.,Genotype-environment interaction.,Canalization?,Critical period.,Phenotypic plasticity.,Genomic imprinting.,Genetic drift.,Sensitive period.,Genetic correlation.,A,0,psychology,ori_mmlu-professional_psychology,,test,-2.6563844680786133,-0.00958983562483254,-8.2421875,-6.84765625,-6.080729007720947,-5.3916015625,-4.777439117431641,-4.188137531280518,-3.7047011852264404,-3.3179688453674316,-2.979759693145752,-2.6564888954162598,-2.6494140625,-1.80615234375,-1.32452392578125,-0.997894287109375,-0.7540551424026489,-0.5882543325424194,-0.4488803744316101,-0.3284292221069336,-0.222445547580719,-0.1085205078125
11311,"The field winding of a shunt motor has a resistance of 110 ohms, and the voltage applied to it is 220 volts. What is the amount of power expended in the field excitation ?",660 watts,880 watts,200 watts,120 watts,110 watts,330 watts,55 watts,440 watts,500 watts,220 watts,H,7,engineering,stemez-ElectricalMachines,,test,-1.7107430696487427,-0.013365180231630802,-8.53125,-6.462890625,-4.784255027770996,-3.952665328979492,-3.2228338718414307,-2.806790828704834,-2.486067771911621,-2.145724058151245,-1.9286108016967773,-1.7106815576553345,-3.671875,-2.3828125,-1.512300968170166,-1.130730152130127,-0.8350386023521423,-0.6675086617469788,-0.5234293341636658,-0.37867605686187744,-0.2789400517940521,-0.1588190197944641
206,"Traders in major financial institutions use the Black-Scholes formula in a backward fashion to infer other traders' estimation of $\sigma$ from option prices. In fact, traders frequently quote sigmas to each other, rather than prices, to arrange trades. Suppose a call option on a stock that pays no dividend for 6 months has a strike price of $35, a premium of $2.15, and time to maturity of 7 weeks. The current short-term T-bill rate is 7%, and the price of the underlying stock is $36.12. What is the implied volatility of the underlying security?",0.275,0.225,0.165,0.195,0.210,0.350,0.300,0.180,0.320,0.251,J,9,business,theoremQA-Finance,,test,-2.150256633758545,-0.0064766766077064605,-8.059895515441895,-6.394374847412109,-5.337993621826172,-4.595282077789307,-3.9737548828125,-3.4732649326324463,-3.030729055404663,-2.6730031967163086,-2.3864450454711914,-2.1497669219970703,-3.2669270038604736,-2.168750047683716,-1.508875846862793,-1.0986465215682983,-0.8289752006530762,-0.6380595564842224,-0.4922061562538147,-0.37281665205955505,-0.2674073874950409,-0.15912456810474396
